Winning Numbers,Month,Day,Hour,Minute
"[11, 12, 13, 22, 32, 35, 36, 40, 46, 49, 54, 55, 57, 62, 66, 69, 70, 74, 75, 78]",7,7,18,40
"[5, 9, 11, 12, 19, 20, 26, 27, 28, 30, 46, 52, 53, 55, 58, 65, 70, 71, 72, 73]",7,7,18,45
"[5, 6, 7, 8, 10, 21, 34, 37, 38, 40, 42, 44, 56, 57, 58, 60, 62, 66, 67, 80]",7,7,18,50
"[8, 10, 22, 26, 28, 30, 32, 38, 40, 43, 47, 50, 51, 52, 53, 59, 61, 71, 72, 77]",7,7,18,55
"[5, 8, 9, 10, 12, 20, 24, 34, 39, 43, 46, 47, 48, 50, 51, 54, 59, 65, 67, 70]",7,7,19,0
"[5, 6, 8, 9, 16, 20, 23, 38, 43, 44, 48, 50, 56, 64, 66, 67, 71, 74, 75, 79]",7,7,19,5
"[3, 5, 8, 9, 14, 18, 20, 22, 23, 26, 27, 33, 43, 46, 64, 67, 71, 74, 76, 79]",7,7,19,10
"[1, 2, 4, 6, 9, 14, 17, 24, 43, 45, 50, 53, 59, 61, 62, 63, 69, 71, 74, 79]",7,7,19,15
"[1, 2, 9, 14, 22, 24, 26, 33, 50, 51, 52, 53, 56, 60, 62, 63, 69, 70, 73, 79]",7,7,19,20
"[4, 7, 12, 17, 18, 19, 23, 25, 28, 29, 36, 37, 43, 46, 49, 51, 68, 70, 75, 77]",7,7,19,25
"[7, 8, 9, 10, 13, 19, 22, 30, 38, 42, 43, 48, 55, 57, 58, 59, 66, 68, 71, 76]",7,7,19,30
"[3, 6, 13, 14, 16, 23, 24, 26, 27, 30, 44, 52, 53, 57, 59, 64, 70, 72, 76, 77]",7,7,19,35
"[5, 10, 18, 21, 22, 25, 26, 29, 33, 36, 51, 53, 55, 56, 59, 62, 63, 68, 70, 76]",7,7,19,40
"[2, 5, 11, 21, 29, 30, 31, 35, 36, 46, 50, 51, 55, 67, 68, 70, 72, 75, 77, 78]",7,7,19,45
"[1, 2, 16, 22, 24, 27, 35, 40, 43, 44, 49, 52, 60, 61, 66, 71, 72, 74, 75, 78]",7,7,19,50
"[12, 19, 21, 24, 29, 37, 39, 41, 46, 47, 54, 60, 61, 62, 65, 67, 68, 69, 70, 77]",7,7,19,55
"[2, 9, 14, 15, 21, 25, 28, 30, 33, 35, 44, 46, 50, 52, 58, 66, 68, 69, 76, 80]",7,7,20,0
"[3, 6, 13, 14, 16, 18, 24, 25, 26, 31, 37, 38, 42, 51, 57, 59, 65, 71, 76, 77]",7,7,20,5
"[2, 5, 7, 13, 20, 21, 26, 28, 32, 40, 42, 44, 47, 50, 53, 55, 58, 65, 69, 76]",7,7,20,10
"[12, 19, 26, 28, 30, 32, 37, 41, 43, 48, 51, 52, 53, 57, 58, 65, 67, 68, 72, 75]",7,7,20,15
"[5, 11, 15, 17, 20, 28, 36, 40, 47, 49, 51, 55, 57, 59, 65, 66, 70, 74, 77, 79]",7,7,20,20
"[10, 11, 15, 16, 18, 19, 27, 29, 31, 35, 37, 42, 47, 52, 57, 58, 66, 68, 70, 73]",7,7,20,25
"[1, 3, 11, 16, 17, 18, 23, 26, 35, 36, 38, 43, 50, 52, 54, 57, 61, 63, 64, 76]",7,7,20,30
"[1, 6, 13, 14, 16, 17, 22, 25, 26, 31, 35, 53, 56, 61, 63, 64, 72, 73, 74, 78]",7,7,20,35
"[2, 6, 8, 13, 20, 31, 35, 37, 38, 45, 46, 52, 57, 60, 64, 65, 66, 67, 68, 71]",7,7,20,40
"[2, 7, 16, 18, 28, 30, 31, 32, 37, 41, 42, 45, 50, 51, 52, 53, 54, 56, 58, 75]",7,7,20,45
"[1, 5, 11, 13, 15, 16, 17, 23, 27, 29, 34, 37, 48, 49, 62, 64, 66, 69, 76, 79]",7,7,20,50
"[4, 5, 6, 8, 15, 18, 22, 26, 29, 35, 36, 37, 51, 57, 61, 65, 66, 72, 76, 77]",7,7,20,55
"[6, 8, 19, 20, 21, 25, 29, 33, 35, 37, 48, 53, 55, 56, 57, 59, 62, 64, 70, 77]",7,8,5,0
"[3, 6, 9, 10, 17, 18, 24, 29, 30, 34, 43, 45, 47, 55, 66, 71, 73, 75, 78, 79]",7,8,5,5
"[4, 12, 13, 18, 20, 21, 23, 26, 28, 29, 32, 40, 45, 52, 54, 58, 60, 61, 63, 68]",7,8,5,10
"[6, 8, 12, 19, 20, 21, 22, 24, 31, 33, 37, 41, 48, 53, 64, 67, 69, 70, 75, 77]",7,8,5,15
"[4, 5, 8, 9, 14, 15, 19, 21, 22, 25, 32, 33, 34, 37, 56, 60, 63, 64, 65, 80]",7,8,5,20
"[7, 10, 20, 22, 24, 26, 34, 36, 37, 44, 50, 57, 58, 62, 64, 68, 69, 72, 75, 76]",7,8,5,25
"[1, 4, 7, 10, 12, 26, 30, 36, 38, 45, 46, 52, 59, 61, 65, 67, 69, 73, 74, 77]",7,8,5,30
"[2, 23, 29, 33, 34, 38, 39, 42, 44, 46, 50, 51, 55, 61, 66, 67, 71, 72, 79, 80]",7,8,5,35
"[5, 6, 12, 14, 24, 26, 27, 28, 29, 37, 40, 42, 46, 47, 52, 57, 64, 71, 75, 80]",7,8,5,40
"[3, 5, 9, 16, 22, 24, 29, 38, 42, 43, 45, 48, 53, 55, 57, 60, 62, 68, 72, 78]",7,8,5,45
"[1, 10, 11, 16, 18, 20, 22, 23, 25, 30, 39, 44, 45, 46, 48, 54, 62, 63, 76, 80]",7,8,5,50
"[2, 6, 11, 14, 20, 21, 23, 27, 29, 34, 35, 40, 43, 47, 63, 66, 77, 78, 79, 80]",7,8,5,55
"[2, 3, 4, 12, 25, 27, 33, 38, 40, 41, 43, 45, 46, 55, 58, 64, 65, 69, 71, 79]",7,8,6,0
"[2, 8, 13, 16, 17, 26, 28, 31, 33, 38, 44, 45, 46, 47, 53, 57, 61, 63, 66, 79]",7,8,6,5
"[1, 5, 7, 9, 15, 16, 21, 25, 27, 29, 34, 44, 45, 50, 54, 55, 64, 74, 75, 77]",7,8,6,10
"[5, 8, 9, 20, 31, 32, 35, 36, 41, 42, 43, 49, 57, 63, 65, 70, 74, 75, 77, 80]",7,8,6,15
"[5, 7, 11, 14, 16, 17, 26, 32, 34, 37, 41, 43, 44, 47, 50, 61, 62, 73, 77, 78]",7,8,6,20
"[3, 10, 12, 25, 31, 36, 38, 45, 52, 53, 54, 55, 58, 61, 62, 64, 66, 69, 77, 78]",7,8,6,25
"[4, 11, 12, 15, 18, 21, 31, 32, 33, 38, 40, 43, 45, 47, 49, 55, 56, 65, 71, 72]",7,8,6,30
"[3, 4, 8, 11, 12, 16, 17, 19, 33, 36, 38, 39, 53, 54, 63, 66, 68, 69, 71, 75]",7,8,6,35
"[13, 15, 18, 20, 27, 28, 29, 32, 33, 35, 42, 44, 48, 50, 51, 63, 70, 77, 78, 79]",7,8,6,40
"[5, 8, 13, 14, 15, 18, 23, 26, 27, 29, 38, 42, 43, 45, 49, 50, 56, 61, 63, 71]",7,8,6,45
"[4, 6, 8, 9, 17, 19, 28, 31, 33, 40, 41, 42, 44, 46, 47, 48, 49, 59, 65, 72]",7,8,6,50
"[2, 3, 8, 14, 16, 17, 24, 25, 26, 28, 39, 40, 45, 48, 52, 55, 59, 69, 79, 80]",7,8,6,55
"[2, 4, 5, 14, 15, 17, 26, 30, 36, 39, 42, 45, 51, 52, 54, 56, 57, 69, 71, 78]",7,8,7,0
"[2, 5, 6, 9, 10, 15, 19, 22, 23, 25, 27, 35, 43, 45, 64, 69, 70, 72, 75, 76]",7,8,7,5
"[2, 4, 10, 12, 15, 21, 25, 30, 35, 38, 39, 41, 48, 52, 56, 60, 67, 73, 76, 77]",7,8,7,10
"[5, 13, 15, 16, 18, 23, 26, 30, 32, 33, 36, 41, 45, 46, 53, 54, 57, 59, 63, 72]",7,8,7,15
"[6, 13, 16, 23, 24, 29, 30, 35, 38, 43, 44, 48, 50, 51, 52, 55, 58, 64, 70, 76]",7,8,7,20
"[1, 8, 9, 13, 21, 22, 24, 36, 42, 44, 45, 47, 51, 53, 57, 59, 64, 70, 71, 73]",7,8,7,25
"[2, 3, 4, 15, 18, 19, 27, 28, 31, 34, 45, 52, 56, 68, 71, 72, 74, 76, 78, 79]",7,8,7,30
"[5, 11, 13, 14, 20, 21, 26, 29, 31, 35, 46, 50, 51, 57, 60, 61, 66, 70, 72, 80]",7,8,7,35
"[3, 5, 9, 13, 14, 16, 27, 31, 32, 33, 35, 39, 44, 50, 56, 61, 66, 67, 71, 75]",7,8,7,40
"[3, 8, 9, 10, 11, 15, 17, 28, 29, 33, 38, 42, 47, 50, 56, 57, 59, 61, 69, 70]",7,8,7,45
"[4, 9, 11, 17, 20, 21, 22, 29, 33, 36, 38, 50, 54, 63, 70, 72, 73, 74, 78, 80]",7,8,7,50
"[5, 7, 8, 18, 19, 22, 26, 29, 35, 38, 44, 48, 53, 56, 58, 61, 62, 63, 73, 75]",7,8,7,55
"[8, 9, 14, 15, 16, 20, 21, 22, 28, 30, 33, 40, 43, 47, 54, 55, 59, 67, 70, 76]",7,8,8,0
"[1, 2, 4, 5, 13, 18, 22, 25, 26, 28, 29, 33, 34, 37, 48, 51, 53, 62, 72, 73]",7,8,8,5
"[3, 6, 10, 13, 21, 27, 37, 41, 54, 56, 58, 59, 65, 70, 71, 73, 74, 75, 77, 80]",7,8,8,10
"[1, 4, 5, 6, 14, 15, 22, 25, 31, 36, 40, 42, 46, 51, 55, 59, 64, 68, 70, 74]",7,8,8,15
"[19, 24, 30, 34, 37, 38, 43, 47, 52, 54, 56, 58, 59, 60, 67, 68, 71, 76, 77, 78]",7,8,8,20
"[1, 2, 5, 6, 8, 12, 17, 21, 28, 31, 35, 37, 50, 52, 53, 58, 67, 76, 77, 80]",7,8,8,25
"[2, 7, 9, 11, 12, 24, 27, 28, 39, 43, 45, 46, 50, 52, 54, 60, 63, 65, 73, 78]",7,8,8,30
"[1, 4, 6, 19, 22, 26, 27, 31, 36, 38, 40, 43, 45, 49, 50, 51, 69, 73, 75, 77]",7,8,8,35
"[7, 10, 12, 13, 17, 18, 21, 23, 26, 28, 30, 35, 36, 37, 41, 44, 52, 64, 70, 72]",7,8,8,40
"[11, 15, 23, 24, 30, 31, 38, 39, 47, 50, 52, 55, 56, 58, 61, 62, 68, 70, 74, 79]",7,8,8,45
"[3, 5, 7, 19, 24, 28, 36, 40, 41, 43, 45, 48, 53, 57, 59, 60, 66, 72, 75, 78]",7,8,8,50
"[3, 8, 11, 19, 25, 30, 34, 39, 45, 46, 48, 50, 54, 58, 63, 65, 70, 75, 77, 80]",7,8,8,55
"[7, 10, 17, 19, 25, 29, 33, 34, 37, 40, 41, 45, 65, 66, 67, 68, 71, 77, 78, 79]",7,8,9,0
"[1, 11, 12, 17, 21, 22, 23, 24, 37, 44, 46, 47, 48, 51, 52, 59, 62, 72, 75, 76]",7,8,9,5
"[8, 9, 10, 17, 19, 20, 22, 23, 30, 36, 40, 48, 51, 62, 67, 68, 70, 71, 72, 78]",7,8,9,10
"[6, 9, 17, 27, 28, 29, 32, 33, 46, 48, 49, 58, 60, 61, 62, 65, 66, 68, 69, 80]",7,8,9,15
"[1, 6, 15, 18, 25, 27, 28, 33, 37, 38, 43, 47, 50, 51, 63, 64, 65, 66, 69, 77]",7,8,9,20
"[1, 3, 9, 13, 14, 24, 25, 30, 35, 36, 45, 49, 52, 55, 56, 62, 72, 75, 78, 79]",7,8,9,25
"[1, 2, 8, 12, 15, 29, 31, 32, 35, 36, 37, 43, 49, 57, 64, 70, 72, 74, 76, 79]",7,8,9,30
"[5, 7, 8, 9, 12, 25, 28, 32, 38, 40, 42, 43, 44, 46, 50, 51, 52, 56, 65, 72]",7,8,9,35
"[11, 16, 18, 19, 20, 21, 24, 27, 32, 33, 36, 41, 50, 51, 56, 57, 66, 71, 72, 78]",7,8,9,40
"[3, 4, 10, 17, 22, 24, 26, 30, 35, 39, 42, 44, 48, 60, 61, 63, 64, 69, 76, 78]",7,8,9,45
"[1, 6, 12, 13, 14, 15, 24, 31, 34, 36, 39, 49, 51, 52, 62, 63, 69, 70, 72, 80]",7,8,9,50
"[4, 9, 13, 14, 15, 16, 17, 23, 29, 35, 36, 38, 39, 46, 47, 48, 52, 58, 71, 79]",7,8,9,55
"[3, 9, 15, 16, 31, 34, 35, 41, 42, 45, 48, 49, 50, 51, 56, 62, 67, 70, 71, 79]",7,8,10,0
"[19, 28, 30, 32, 37, 49, 51, 54, 55, 58, 59, 60, 63, 64, 66, 75, 76, 78, 79, 80]",7,8,10,5
"[2, 3, 13, 16, 18, 19, 26, 36, 37, 40, 41, 44, 45, 48, 51, 53, 63, 67, 72, 76]",7,8,10,10
"[4, 8, 10, 12, 14, 19, 29, 31, 35, 37, 46, 47, 51, 55, 63, 66, 71, 78, 79, 80]",7,8,10,15
"[10, 11, 15, 17, 29, 37, 38, 43, 50, 52, 54, 56, 57, 62, 67, 70, 74, 75, 78, 80]",7,8,10,20
"[8, 15, 19, 23, 28, 32, 33, 41, 42, 44, 48, 49, 53, 58, 62, 64, 74, 76, 77, 80]",7,8,10,25
"[1, 3, 7, 10, 14, 27, 28, 30, 35, 36, 41, 42, 43, 45, 49, 56, 57, 61, 75, 77]",7,8,10,30
"[2, 6, 9, 14, 15, 17, 24, 26, 32, 35, 40, 45, 46, 56, 57, 60, 64, 70, 71, 75]",7,8,10,35
"[4, 10, 15, 16, 20, 23, 28, 30, 32, 36, 39, 41, 49, 59, 60, 61, 64, 72, 75, 80]",7,8,10,40
"[4, 8, 9, 23, 26, 28, 33, 34, 36, 37, 41, 43, 44, 46, 50, 51, 57, 59, 62, 80]",7,8,10,45
"[2, 8, 9, 12, 13, 14, 15, 16, 17, 19, 20, 28, 30, 36, 44, 46, 67, 69, 74, 76]",7,8,10,50
"[2, 12, 15, 17, 18, 20, 25, 26, 31, 32, 35, 39, 40, 46, 48, 58, 63, 70, 71, 80]",7,8,10,55
"[3, 10, 11, 12, 14, 25, 31, 35, 38, 42, 47, 48, 50, 57, 58, 61, 70, 74, 75, 80]",7,8,11,0
"[1, 2, 5, 9, 11, 17, 18, 24, 25, 28, 38, 40, 42, 50, 56, 60, 64, 69, 70, 72]",7,8,11,5
"[4, 7, 9, 10, 15, 20, 21, 23, 25, 28, 33, 35, 42, 43, 46, 49, 59, 63, 64, 70]",7,8,11,10
"[7, 9, 10, 11, 12, 15, 18, 28, 31, 39, 47, 57, 58, 59, 60, 61, 70, 72, 75, 77]",7,8,11,15
"[4, 5, 8, 16, 22, 23, 26, 30, 34, 40, 42, 43, 44, 52, 55, 56, 57, 61, 66, 72]",7,8,11,20
"[1, 2, 3, 10, 12, 13, 18, 30, 42, 46, 51, 52, 55, 61, 64, 65, 69, 70, 75, 80]",7,8,11,25
"[8, 9, 10, 15, 16, 30, 37, 43, 44, 46, 47, 50, 53, 57, 62, 64, 70, 74, 77, 79]",7,8,11,30
"[3, 9, 10, 12, 23, 24, 30, 32, 36, 38, 40, 42, 49, 58, 61, 67, 70, 72, 73, 76]",7,8,11,35
"[3, 4, 10, 11, 15, 17, 28, 33, 35, 39, 43, 50, 51, 55, 58, 59, 61, 67, 72, 77]",7,8,11,40
"[1, 4, 17, 20, 21, 28, 30, 31, 34, 41, 48, 54, 59, 61, 69, 73, 74, 75, 79, 80]",7,8,11,45
"[2, 3, 7, 14, 18, 19, 24, 29, 32, 45, 49, 54, 57, 59, 62, 63, 67, 70, 71, 80]",7,8,11,50
"[2, 5, 9, 10, 17, 24, 26, 34, 36, 39, 43, 49, 53, 59, 60, 68, 71, 73, 74, 76]",7,8,11,55
"[2, 17, 21, 22, 35, 36, 37, 40, 41, 50, 51, 54, 57, 59, 61, 63, 64, 73, 75, 77]",7,8,12,0
"[6, 13, 14, 19, 26, 29, 30, 31, 40, 45, 49, 52, 56, 61, 65, 66, 68, 73, 78, 80]",7,8,12,5
"[4, 8, 11, 12, 13, 35, 41, 43, 44, 48, 49, 54, 56, 59, 61, 66, 69, 70, 71, 79]",7,8,12,10
"[3, 5, 8, 15, 18, 26, 32, 36, 42, 43, 44, 53, 54, 56, 61, 62, 68, 73, 75, 79]",7,8,12,15
"[1, 3, 17, 18, 21, 22, 23, 33, 35, 37, 39, 42, 46, 47, 50, 51, 60, 74, 77, 79]",7,8,12,20
"[1, 3, 4, 11, 14, 22, 23, 28, 29, 33, 36, 39, 41, 45, 52, 53, 68, 69, 78, 80]",7,8,12,25
"[6, 22, 24, 27, 36, 43, 48, 49, 52, 56, 62, 63, 64, 68, 69, 70, 71, 72, 73, 80]",7,8,12,30
"[3, 6, 8, 9, 12, 18, 19, 23, 33, 37, 44, 45, 48, 53, 54, 55, 67, 71, 76, 78]",7,8,12,35
"[8, 11, 13, 20, 21, 26, 31, 33, 38, 43, 44, 48, 49, 51, 53, 65, 69, 70, 72, 79]",7,8,12,40
"[1, 4, 17, 25, 28, 42, 44, 46, 52, 53, 56, 57, 61, 69, 70, 73, 76, 77, 79, 80]",7,8,12,45
"[2, 6, 10, 14, 15, 20, 23, 27, 28, 30, 31, 32, 36, 40, 42, 51, 59, 65, 68, 73]",7,8,12,50
"[8, 12, 14, 17, 24, 26, 27, 28, 30, 31, 41, 43, 49, 51, 55, 61, 72, 74, 79, 80]",7,8,12,55
"[3, 6, 11, 14, 17, 19, 24, 29, 35, 52, 54, 59, 60, 63, 64, 66, 67, 75, 79, 80]",7,8,13,0
"[2, 4, 8, 14, 20, 21, 25, 29, 31, 35, 37, 38, 42, 47, 48, 49, 58, 62, 71, 76]",7,8,13,5
"[2, 10, 13, 15, 17, 19, 20, 24, 25, 30, 32, 35, 37, 46, 52, 55, 56, 63, 69, 72]",7,8,13,10
"[1, 3, 16, 20, 26, 28, 30, 33, 38, 41, 42, 44, 45, 49, 50, 53, 61, 63, 65, 79]",7,8,13,15
"[8, 9, 12, 17, 25, 29, 34, 40, 44, 46, 47, 53, 56, 62, 74, 75, 76, 77, 78, 79]",7,8,13,20
"[2, 3, 8, 9, 10, 11, 12, 29, 30, 35, 37, 39, 44, 58, 65, 69, 71, 72, 77, 79]",7,8,13,25
"[2, 3, 4, 10, 14, 18, 19, 20, 24, 31, 37, 39, 43, 56, 57, 61, 63, 72, 74, 77]",7,8,13,30
"[4, 5, 8, 11, 15, 16, 19, 30, 36, 38, 43, 46, 48, 52, 54, 59, 62, 75, 76, 78]",7,8,13,35
"[3, 5, 13, 14, 19, 21, 23, 32, 36, 40, 48, 57, 58, 59, 60, 64, 66, 70, 79, 80]",7,8,13,40
"[1, 10, 15, 24, 30, 34, 35, 38, 40, 54, 55, 57, 59, 60, 61, 62, 71, 72, 74, 80]",7,8,13,45
"[3, 6, 10, 12, 16, 20, 27, 31, 35, 38, 41, 46, 47, 49, 51, 53, 59, 60, 68, 79]",7,8,13,50
"[3, 8, 11, 12, 17, 19, 21, 22, 23, 30, 35, 37, 40, 47, 57, 59, 61, 63, 73, 79]",7,8,13,55
"[10, 17, 18, 19, 25, 27, 28, 34, 36, 40, 41, 42, 46, 48, 53, 55, 60, 64, 67, 68]",7,8,14,0
"[3, 14, 17, 25, 26, 30, 34, 35, 39, 40, 48, 51, 56, 62, 70, 71, 72, 75, 76, 79]",7,8,14,5
"[3, 7, 11, 13, 14, 16, 22, 24, 26, 36, 37, 38, 46, 48, 49, 50, 60, 63, 66, 80]",7,8,14,10
"[2, 9, 10, 26, 34, 38, 42, 43, 44, 45, 49, 52, 56, 58, 61, 63, 64, 67, 72, 76]",7,8,14,15
"[10, 13, 14, 16, 17, 19, 20, 34, 36, 44, 55, 59, 61, 62, 64, 70, 71, 74, 75, 76]",7,8,14,20
"[1, 2, 11, 15, 16, 18, 20, 28, 30, 31, 49, 53, 55, 61, 63, 64, 65, 72, 75, 77]",7,8,14,25
"[3, 6, 7, 14, 15, 22, 24, 27, 29, 32, 37, 40, 43, 45, 46, 49, 50, 54, 57, 63]",7,8,14,30
"[8, 10, 11, 13, 18, 26, 27, 30, 34, 38, 39, 41, 46, 49, 52, 58, 62, 69, 72, 80]",7,8,14,35
"[4, 13, 14, 24, 25, 30, 31, 34, 35, 36, 37, 47, 48, 50, 54, 57, 59, 60, 64, 74]",7,8,14,40
"[1, 5, 9, 12, 14, 20, 24, 31, 32, 36, 38, 44, 49, 53, 59, 68, 72, 75, 78, 79]",7,8,14,45
"[7, 8, 10, 11, 16, 17, 18, 20, 21, 34, 38, 42, 45, 51, 53, 62, 65, 68, 71, 76]",7,8,14,50
"[9, 11, 13, 14, 16, 28, 30, 32, 33, 36, 43, 45, 48, 51, 53, 55, 56, 58, 65, 67]",7,8,14,55
"[3, 4, 10, 18, 22, 27, 28, 31, 33, 34, 46, 53, 54, 60, 63, 64, 65, 68, 70, 77]",7,8,15,0
"[6, 8, 12, 13, 15, 19, 20, 22, 26, 27, 29, 35, 44, 46, 51, 59, 63, 65, 75, 79]",7,8,15,5
"[2, 9, 17, 21, 23, 27, 32, 35, 37, 41, 43, 48, 50, 53, 58, 64, 67, 74, 76, 80]",7,8,15,10
"[4, 8, 11, 17, 18, 29, 37, 40, 42, 44, 47, 57, 62, 64, 65, 67, 71, 78, 79, 80]",7,8,15,15
"[5, 8, 13, 18, 20, 35, 40, 43, 45, 47, 55, 56, 59, 62, 67, 72, 76, 77, 78, 80]",7,8,15,20
"[2, 3, 5, 6, 7, 15, 19, 25, 33, 34, 35, 38, 44, 48, 50, 55, 60, 61, 75, 80]",7,8,15,25
"[4, 5, 8, 13, 21, 22, 23, 29, 35, 36, 37, 43, 46, 51, 53, 55, 59, 72, 73, 80]",7,8,15,30
"[3, 5, 9, 15, 16, 26, 27, 35, 44, 45, 53, 59, 60, 62, 63, 64, 66, 73, 77, 78]",7,8,15,35
"[4, 5, 6, 9, 18, 22, 25, 27, 28, 30, 34, 52, 55, 59, 60, 61, 68, 69, 74, 79]",7,8,15,40
"[1, 3, 7, 8, 10, 18, 26, 28, 37, 43, 44, 48, 49, 52, 64, 65, 66, 68, 77, 80]",7,8,15,45
"[7, 8, 17, 23, 34, 36, 39, 40, 43, 48, 57, 59, 60, 61, 63, 64, 66, 75, 79, 80]",7,8,15,50
"[1, 3, 6, 10, 23, 27, 29, 30, 33, 34, 37, 39, 40, 49, 51, 52, 65, 71, 72, 75]",7,8,15,55
"[1, 2, 4, 5, 8, 9, 10, 16, 18, 21, 22, 29, 31, 37, 42, 44, 57, 59, 66, 80]",7,8,16,0
"[11, 21, 22, 27, 28, 31, 33, 34, 36, 41, 43, 45, 49, 50, 57, 62, 63, 70, 75, 79]",7,8,16,5
"[8, 11, 14, 16, 17, 23, 24, 25, 32, 34, 41, 43, 52, 57, 65, 69, 70, 73, 74, 78]",7,8,16,10
"[6, 7, 8, 10, 11, 12, 18, 20, 24, 27, 32, 33, 35, 36, 37, 45, 58, 66, 73, 80]",7,8,16,15
"[2, 8, 10, 13, 21, 22, 27, 32, 34, 36, 38, 45, 46, 49, 56, 60, 63, 67, 76, 80]",7,8,16,20
"[1, 4, 9, 15, 20, 22, 23, 24, 27, 40, 47, 50, 52, 53, 54, 62, 69, 70, 74, 78]",7,8,16,25
"[3, 4, 5, 12, 17, 18, 28, 33, 37, 40, 45, 46, 52, 64, 66, 71, 73, 74, 76, 79]",7,8,16,30
"[4, 8, 15, 19, 26, 31, 34, 39, 43, 47, 48, 51, 54, 56, 63, 64, 66, 68, 72, 78]",7,8,16,35
"[2, 11, 13, 25, 27, 31, 37, 39, 43, 44, 46, 47, 48, 49, 53, 55, 59, 61, 68, 74]",7,8,16,40
"[3, 4, 5, 13, 14, 15, 16, 17, 19, 23, 28, 30, 36, 46, 51, 57, 61, 68, 71, 74]",7,8,16,45
"[5, 10, 17, 20, 22, 25, 26, 28, 30, 40, 49, 55, 60, 61, 63, 68, 73, 75, 77, 78]",7,8,16,50
"[1, 2, 3, 6, 18, 20, 28, 31, 32, 35, 37, 42, 49, 52, 54, 56, 58, 69, 73, 77]",7,8,16,55
"[1, 5, 11, 12, 18, 19, 22, 24, 28, 32, 42, 47, 48, 55, 59, 61, 63, 71, 75, 76]",7,8,17,0
"[4, 6, 7, 11, 14, 16, 23, 29, 36, 43, 48, 51, 52, 53, 56, 58, 63, 75, 76, 80]",7,8,17,5
"[7, 8, 17, 20, 26, 27, 30, 33, 35, 44, 45, 47, 53, 54, 59, 65, 71, 74, 76, 77]",7,8,17,10
"[3, 6, 8, 10, 11, 26, 27, 46, 53, 58, 59, 65, 67, 72, 73, 74, 75, 76, 77, 80]",7,8,17,15
"[1, 9, 10, 13, 23, 26, 27, 34, 36, 38, 39, 41, 46, 51, 54, 57, 60, 62, 67, 72]",7,8,17,20
"[3, 6, 7, 9, 14, 20, 21, 30, 35, 38, 41, 42, 49, 57, 59, 61, 68, 71, 72, 78]",7,8,17,25
"[2, 5, 10, 16, 20, 21, 26, 28, 36, 39, 43, 50, 52, 53, 63, 65, 66, 71, 74, 79]",7,8,17,30
"[1, 3, 4, 5, 6, 9, 22, 27, 31, 37, 38, 44, 47, 51, 59, 61, 66, 75, 77, 78]",7,8,17,35
"[1, 7, 8, 12, 23, 30, 31, 36, 39, 49, 50, 55, 59, 62, 66, 67, 70, 71, 73, 76]",7,8,17,40
"[4, 9, 10, 13, 14, 15, 21, 25, 29, 32, 36, 38, 40, 50, 53, 56, 66, 67, 69, 80]",7,8,17,45
"[9, 13, 16, 29, 33, 36, 37, 38, 39, 40, 42, 43, 44, 47, 50, 51, 60, 67, 78, 79]",7,8,17,50
"[1, 7, 19, 23, 24, 26, 28, 34, 35, 42, 46, 50, 51, 52, 58, 59, 67, 68, 71, 76]",7,8,17,55
"[2, 4, 8, 14, 18, 23, 27, 37, 39, 41, 43, 44, 47, 52, 56, 65, 68, 70, 73, 75]",7,8,18,0
"[6, 15, 18, 21, 22, 27, 28, 29, 33, 42, 44, 53, 55, 59, 60, 63, 67, 70, 76, 79]",7,8,18,5
"[1, 7, 8, 9, 15, 17, 18, 34, 42, 44, 47, 49, 51, 52, 60, 61, 64, 66, 76, 78]",7,8,18,10
"[4, 6, 7, 8, 11, 26, 27, 32, 35, 36, 39, 43, 47, 58, 60, 61, 69, 72, 74, 79]",7,8,18,15
"[4, 5, 7, 9, 11, 27, 37, 39, 44, 47, 50, 54, 55, 59, 61, 64, 69, 71, 72, 74]",7,8,18,20
"[2, 11, 12, 24, 25, 26, 28, 30, 34, 39, 42, 48, 51, 53, 64, 67, 68, 69, 71, 76]",7,8,18,25
"[3, 6, 12, 14, 16, 17, 19, 23, 31, 32, 45, 46, 52, 54, 63, 70, 71, 72, 75, 76]",7,8,18,30
"[4, 6, 7, 8, 11, 22, 33, 37, 43, 44, 47, 50, 58, 62, 63, 67, 68, 71, 75, 79]",7,8,18,35
"[4, 5, 6, 8, 12, 13, 28, 38, 39, 40, 46, 47, 51, 56, 59, 65, 68, 69, 70, 74]",7,8,18,40
"[1, 7, 12, 14, 17, 21, 22, 24, 27, 40, 45, 46, 47, 48, 52, 53, 59, 66, 72, 79]",7,8,18,45
"[2, 3, 5, 8, 16, 18, 19, 22, 26, 31, 34, 35, 42, 44, 48, 52, 59, 73, 75, 77]",7,8,18,50
"[2, 3, 4, 6, 9, 15, 25, 27, 31, 32, 33, 38, 41, 54, 59, 64, 65, 68, 73, 74]",7,8,18,55
"[4, 14, 15, 18, 22, 26, 32, 35, 38, 40, 45, 47, 50, 51, 52, 63, 65, 66, 71, 77]",7,8,19,0
"[2, 17, 21, 23, 28, 31, 39, 43, 48, 50, 52, 58, 59, 63, 66, 71, 72, 74, 79, 80]",7,8,19,5
"[3, 4, 12, 17, 21, 31, 35, 36, 37, 44, 48, 51, 52, 55, 56, 70, 72, 73, 76, 78]",7,8,19,10
